title,price,link,location
Оператор call-центра (без продаж),47 000 — 54 000 ₽,https://www.avito.ru/novosibirsk/vakansii/operator_call-tsentra_bez_prodazh_4755729358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Площадь Ленина, до 5 мин."
"Игровой компьютер i5-12400, 13400 + RTX 4060, 4070",28 500 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_kompyuter_i5-12400_13400_rtx_4060_4070_3985204784?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Новый Игровой пк i5 10400F + RTX 3070,65 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_10400f_rtx_3070_4517221033?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Товаровед оценщик в ломбард,40 000 — 65 000 ₽,https://www.avito.ru/novosibirsk/vakansii/tovaroved_otsenschik_v_lombard_3956669186?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,р-н Калининский
Инверторный генератор A-iPower A2000LIS,37 900 ₽,https://www.avito.ru/novosibirsk/remont_i_stroitelstvo/invertornyy_generator_a-ipower_a2000lis_4603556115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Удаленный специалист поддержки,35 000 — 60 000 ₽,https://www.avito.ru/novosibirsk/vakansii/udalennyy_spetsialist_podderzhki_4437093190?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Площадь Ленина, 11–15 мин."
Ультрабук Chuwi CoreBook X Gray,36 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/ultrabuk_chuwi_corebook_x_gray_3908022136?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Игровой компьютер,48 900 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_kompyuter_3738566360?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Gigabyte G5 15.6 144Hz i5-11400H RTX 3060,61 740 ₽,https://www.avito.ru/novosibirsk/noutbuki/gigabyte_g5_15.6_144hz_i5-11400h_rtx_3060_3635226440?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Новый Игровой пк i3 12100F + GTX 1660S,44 999 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i3_12100f_gtx_1660s_4677084288?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Новый Игровой пк i5 12100F + GTX 1660S,44 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_12100f_gtx_1660s_4677117841?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Новый Игровой пк R5 5600 + RX 7600,61 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_r5_5600_rx_7600_4388520491?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
MacBook Pro 13” 2017 Core i5 8GB 256GB TouchBar,38 990 ₽,https://www.avito.ru/novosibirsk/noutbuki/macbook_pro_13_2017_core_i5_8gb_256gb_touchbar_4704225325?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Золотая Нива, до 5 мин."
"Игровой пк i5 9400F, 16Gb, GTX 1660 Super 6Gb",39 900 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_i5_9400f_16gb_gtx_1660_super_6gb_4759474280?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Маршала Покрышкина, до 5 мин."
MacBook Air 2020 M1 Space Gray MGN63 (M1/8GB/256),69 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/macbook_air_2020_m1_space_gray_mgn63_m18gb256_4220495671?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Золотая Нива, от 31 мин."
Новый Игровой пк i3 10100F + GTX 1660S,38 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i3_10100f_gtx_1660s_3844733809?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Отбойный молоток Hilti TE 905-AVR,35 000 ₽,https://www.avito.ru/novosibirsk/remont_i_stroitelstvo/otboynyy_molotok_hilti_te_905-avr_4292151656?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Новый Игровой пк i3 12100F + GTX 1660 Super,44 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i3_12100f_gtx_1660_super_4645162601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Раскладные стулья FrontRunner с чехлами 2 шт,35 000 ₽,https://www.avito.ru/novosibirsk/sport_i_otdyh/raskladnye_stulya_frontrunner_s_chehlami_2_sht_4553616013?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Речной вокзал, 6–10 мин."
Новый Игровой пк i5 12400F + RTX 3050,54 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_12400f_rtx_3050_4356856665?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Новый Игровой пк i3 10100F + GTX 1660S,42 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i3_10100f_gtx_1660s_4164740694?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Новый Игровой пк i5 12400F + RTX 3060Ti,64 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_12400f_rtx_3060ti_4357322081?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Портативная зарядная станция 240 000 мАч,54 648 ₽,https://www.avito.ru/novosibirsk/planshety_i_elektronnye_knigi/portativnaya_zaryadnaya_stantsiya_240_000_mach_4505296152?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Инверторный генератор TSS SGG 2400Si,34 226 ₽,https://www.avito.ru/novosibirsk/remont_i_stroitelstvo/invertornyy_generator_tss_sgg_2400si_4604409583?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Acer Nitro 5 AN515-57,65 000 ₽,https://www.avito.ru/novosibirsk/noutbuki/acer_nitro_5_an515-57_3862805866?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Игровой Пк i5-12400F RTX 3060 16GB SSD 1TB,63 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_i5-12400f_rtx_3060_16gb_ssd_1tb_3059094489?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Игровой Компьютер Core i5 10th RTX 3060 16GB SSD,47 490 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_kompyuter_core_i5_10th_rtx_3060_16gb_ssd_2867660174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Светодиодный LED экран,44 000 ₽,https://www.avito.ru/novosibirsk/oborudovanie_dlya_biznesa/svetodiodnyy_led_ekran_3552854176?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Площадь Ленина, до 5 мин."
Компактный системный блок,45 000 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/kompaktnyy_sistemnyy_blok_2452922673?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Золотая Нива, от 31 мин."
Mercedes MB Star Diagnosis Connect C4 Doip,50 000 ₽,https://www.avito.ru/novosibirsk/zapchasti_i_aksessuary/mercedes_mb_star_diagnosis_connect_c4_doip_2541605998?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Инверторный генератор Kipor ig2600 2.6кВт,54 000 ₽,https://www.avito.ru/novosibirsk/remont_i_stroitelstvo/invertornyy_generator_kipor_ig2600_2.6kvt_4526469384?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Площадь Маркса, до 5 мин."
Аккумулятор 12v тяговый lifepo4,39 998 ₽,https://www.avito.ru/novosibirsk/zapchasti_i_aksessuary/akkumulyator_12v_tyagovyy_lifepo4_4429914598?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Берёзовая роща, от 31 мин."
Новый Игровой пк i5 10400F + RTX 2060 Super,50 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_10400f_rtx_2060_super_4293054604?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Инверторный генератор,33 480 ₽,https://www.avito.ru/novosibirsk/remont_i_stroitelstvo/invertornyy_generator_2621468573?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Площадь Маркса, от 31 мин."
Игровой пк i5-7400/gtx1650,28 500 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_i5-7400gtx1650_4560517984?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Берёзовая роща, 6–10 мин."
Игровой пк MSI Intel Core i5 10th + RTX 3070,61 740 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_msi_intel_core_i5_10th_rtx_3070_3091723561?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Игровой пк Ryzen 7 RTX 3060,47 490 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/igrovoy_pk_ryzen_7_rtx_3060_3827166071?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Новый Игровой пк i5 10400F +RTX 2060S,53 999 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_10400f_rtx_2060s_3812647406?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Инверторный генератор foxweld GIN 1500,36 000 ₽,https://www.avito.ru/novosibirsk/remont_i_stroitelstvo/invertornyy_generator_foxweld_gin_1500_3050007878?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Сумка шоппер LV Louis Vuitton,30 000 ₽,https://www.avito.ru/novosibirsk/odezhda_obuv_aksessuary/sumka_shopper_lv_louis_vuitton_4587653639?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Новый Игровой пк i3 10100F + GTX 1660,38 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i3_10100f_gtx_1660_4325411341?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Прихожая,30 500 ₽,https://www.avito.ru/novosibirsk/mebel_i_interer/prihozhaya_1327891563?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Берёзовая роща, до 5 мин."
Стоматологический Комплект Визуализации.Монитор,35 760 ₽,https://www.avito.ru/novosibirsk/oborudovanie_dlya_biznesa/stomatologicheskiy_komplekt_vizualizatsii.monitor_2272503241?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Площадь Ленина, до 5 мин."
Lenovo thinkbook 15 g2 itl,38 250 ₽,https://www.avito.ru/novosibirsk/noutbuki/lenovo_thinkbook_15_g2_itl_4149443861?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
"Новый игровой пк Ryzen 5500, RTX 2060 Super 8Gb, 6Мес Гарантия",57 900 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_ryzen_5500_rtx_2060_super_8gb_6mes_garantiya_4823768923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Маршала Покрышкина, до 5 мин."
Видео Экран P10 SMD 1970х690 мм,41 000 ₽,https://www.avito.ru/novosibirsk/oborudovanie_dlya_biznesa/video_ekran_p10_smd_1970h690_mm_3035142961?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,
Новый Игровой пк i5 12400F + RTX 3060,69 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i5_12400f_rtx_3060_4325349215?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Новый Игровой пк R5 5500 + RTX 3060,67 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_r5_5500_rtx_3060_4644647478?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
Новый Игровой пк i3 12100F + GTX 1660S,44 990 ₽,https://www.avito.ru/novosibirsk/nastolnye_kompyutery/novyy_igrovoy_pk_i3_12100f_gtx_1660s_4581466164?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRc2hiU21Oa2gyN2hCWU5WIjt9eeoqUD8AAAA,"Сибирская, до 5 мин."
